Geo Point;Löv- eller barrträd;Trädart vetenskapligt namn;Trädart svenskt namn;Gatu- eller parkträd;Planteringsdatum
63.84747909028784, 20.29870048642848;Lövträd;Populus Sp.;Poppel;Parkträd;2021-05-14
63.84683737830873, 20.318051737253132;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.82651789633245, 20.270162026402485;Lövträd;Carpinus Betulus Fk Carin;Avenbok Fk Carin;Gatuträd;2017-10-31
63.79820561484582, 20.317059435699377;Lövträd;;;Parkträd;
63.85166088442313, 20.302199823342352;Lövträd;Betula Sp.;Björk;Parkträd;
63.83143011258487, 20.26011705722688;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.703857196095996, 20.370796934947506;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.80462948562007, 20.310015564299746;Lövträd;Betula Sp.;Björk;Parkträd;
63.827987894734434, 20.29823136733981;Lövträd;Sorbus Intermedia;Oxel;Gatuträd;2020-09-02
63.81705315527993, 20.20618129382822;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2010-07-01
63.79151603934509, 20.31241478311378;Barrträd;Pinus Sylvestris;Tall;Parkträd;2009-09-01
63.90737053959792, 20.545143197570738;Lövträd;Betula Sp.;Björk;Parkträd;2014-10-23
63.84557761271119, 20.313612912427953;Lövträd;Betula Sp.;Björk;Parkträd;
63.84470076611336, 20.279547820464863;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.629421997767466, 19.919737996640883;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.84540962357311, 20.32169693804524;Lövträd;Acer Platanoides Fk Pernilla E;Skogslönn Fk Pernilla E;Parkträd;2019-05-08
63.827600974673764, 20.256805502850604;Lövträd;Betula Sp.;Björk;Gatuträd;
63.843253606607085, 20.157137679175598;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.812700134507615, 20.25386390805122;Lövträd;Betula Sp.;Björk;Parkträd;
63.79809466801989, 20.2813868879214;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.84396599463551, 20.289405998717804;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.84085048712142, 20.239601618483206;Lövträd;Betula Sp.;Björk;Parkträd;
63.851341761457654, 20.29743704593443;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.79736911869862, 20.308807930161887;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83795234221761, 20.273243124005184;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83752099542354, 20.21590699863135;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.83068938872455, 20.31016504539849;Lövträd;Salix Caprea;Sälg;Parkträd;
63.840508344548034, 20.225867659539183;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82876385511956, 20.221534118870853;Lövträd;Tilia Europaea Övedskloster;Herrgårdslind Övedskloster;Parkträd;2021-11-01
63.834911003199394, 20.192949938391706;Lövträd;Betula Sp.;Björk;Parkträd;
63.810337303681685, 20.273295730682502;Lövträd;Betula Sp.;Björk;Parkträd;
63.88511307169111, 20.314873561428687;Lövträd;Betula Sp.;Björk;Parkträd;
63.82275217552146, 20.242878704707326;Lövträd;Populus Tremula;Asp;Parkträd;
63.853093505228806, 20.296679108727673;Lövträd;Betula Pubescens;Glasbjörk;Gatuträd;2022-10-16
63.81889130473567, 20.22383476732137;Lövträd;Betula Sp.;Björk;Parkträd;
63.84596799390615, 20.342524997609765;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2012-07-01
63.79026286360391, 20.311765610234858;Lövträd;Populus Tremula;Asp;Parkträd;2009-09-01
63.802737103228175, 20.314007438116807;Lövträd;Populus Trichocarpa Kiruna E;Jättepoppel Kiruna E;Parkträd;2022-05-22
63.857717079572986, 20.312765106604783;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.80312679573133, 20.34732424633588;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;2014-06-30
63.820191065314546, 20.25565326051997;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.82413536185648, 20.269033873437014;Barrträd;Pinus Sibirica;Sibirisk Cembratall;Parkträd;
63.83169043473567, 20.22804030842824;Lövträd;Betula Sp.;Björk;Parkträd;
63.83169692703387, 20.237268464221806;Lövträd;Betula Sp.;Björk;Parkträd;
63.81089979804048, 20.31693118935903;Lövträd;Betula Sp.;Björk;Parkträd;
63.84364389428416, 20.158958358167602;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.834778777588696, 20.31663275070058;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82704883512947, 20.218734556053846;Lövträd;Acer Platanoides Fk Ultuna E;Skogslönn E;Parkträd;2020-09-18
63.83256755978273, 20.262258500444542;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.842195240931595, 20.280339974218613;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.840451550738024, 20.242050331780206;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2009-07-01
63.83663111066616, 20.20549048779441;Lövträd;Salix Fragilis Bullata;Bollpil;Parkträd;
63.84555499382989, 20.341863998149975;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2012-07-01
63.8531259974556, 20.30013775364035;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.832371072036096, 20.24162276513773;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.62629684762742, 19.919630452303103;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.85550937668346, 20.319173100049113;Lövträd;Salix Fragilis Bullata;Bollpil;Parkträd;
63.83961963267374, 20.481611659932664;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.825027139641655, 20.27381566964504;Lövträd;Betula Pendula Fk Savolaksie;Vårtbjörk;Gatuträd;2017-10-22
63.81829862026943, 20.250828776254075;Lövträd;Betula Sp.;Björk;Parkträd;
63.8177708363452, 20.28574957612189;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.85593005432941, 20.296324836643613;Lövträd;Betula Pubescens;Glasbjörk;Gatuträd;2022-10-16
63.839312635459635, 20.190595314283343;Lövträd;Betula Sp.;Björk;Parkträd;
63.832141287238194, 20.227369136389303;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2011-07-01
63.83346447216304, 20.3162978175548;Lövträd;Betula Sp.;Björk;Parkträd;
63.83159082699063, 20.254401065863203;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.830655579237494, 20.25932868985559;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.70789528514217, 20.36478485205751;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.825044960179824, 20.276586930578183;Lövträd;Populus Laurifolia;Lagerpoppel;Parkträd;
63.83529135702875, 20.247177963857858;Lövträd;Prunus Maackii Amber Beauty;Näverhägg;Parkträd;
63.81531201246763, 20.219646224247064;Lövträd;Betula Sp.;Björk;Parkträd;
63.83045518903894, 20.215549589368496;Lövträd;Betula Sp.;Björk;Parkträd;
63.813695681252156, 20.254998658507322;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.70196880277905, 20.373971958431113;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2012-06-30
63.80639168922867, 20.30478202051501;Lövträd;Betula Sp.;Björk;Parkträd;
63.88087150789946, 20.308503335980916;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.72021899386426, 20.387696995543873;Lövträd;Betula Pendula Splendor White;Vårtbjörk Splendor White;Parkträd;2010-07-01
63.844467911029504, 20.32536660627836;Lövträd;Betula Sp.;Björk;Parkträd;
63.812296330493275, 20.311121383168064;Lövträd;Tilia Cordata;Skogslind;Gatuträd;
63.713060802614976, 20.37712375813524;Lövträd;Betula Pendula Fk Finland;Vårtbjörk Fk Finland;Gatuträd;2020-05-14
63.82976154079183, 20.2795522723033;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.79712118444557, 20.312023977764543;Lövträd;Malus Madonna Mazam;Prydnadsapel Madonna Mazam;Parkträd;2019-10-08
63.82609930697481, 20.285386344384776;Barrträd;Picea Abies;Gran;Parkträd;
63.85558632739654, 20.31695217510398;Lövträd;Betula Sp.;Björk;Parkträd;
63.832978781078026, 20.23265074480872;Lövträd;Alnus Incana Fk Deje E;Gråal;Parkträd;2011-07-01
63.8230539955477, 20.26660199762369;Lövträd;Quercus Robur Fk Ultuna;Skogsek Fk Ultuna;Parkträd;2015-07-09
63.82112389338124, 20.279958319080865;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83877026161837, 20.19284725156847;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.834292350079046, 20.23127651292238;Lövträd;Sorbus Intermedia;Oxel;Parkträd;2011-07-01
63.70159894662447, 20.359144592618602;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.84530816506963, 20.30740709419458;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.81375384369947, 20.311044657945878;Lövträd;Betula Sp.;Björk;Parkträd;
63.808794225398316, 20.374157257641873;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2013-06-30
63.831706252403144, 20.159556859244017;Lövträd;Populus Tremula;Asp;Parkträd;
63.80874624485717, 20.373982735111444;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2013-06-30
63.823601995401724, 20.24500399872189;Lövträd;Prunus Cerasus;Klarbär;Parkträd;2013-07-01
63.838652304922725, 20.2159954912063;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82217560955255, 20.22966228514949;Lövträd;Betula Sp.;Björk;Parkträd;
63.83438646879281, 20.211367014860258;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.807661225397666, 20.18371986948895;Lövträd;Sorbus Intermedia;Oxel;Gatuträd;2017-06-26
63.82205432620316, 20.269584946989706;Lövträd;Sorbus Legend® E Erik Pbr-Af;Prydnadsrönn Legend® E Erik;Gatuträd;2020-09-30
63.81700754120748, 20.23065922787027;Lövträd;Betula Sp.;Björk;Parkträd;
63.82977805687876, 20.21876768481265;Lövträd;Betula Sp.;Björk;Parkträd;
63.80672099326651, 20.32249999749143;Lövträd;Prunus Padus;Hägg;Parkträd;2012-07-01
63.848925995499414, 20.31433399699364;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2013-08-26
63.8160149255945, 20.29450008236583;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.84990824601355, 20.12208712985568;Lövträd;Acer Platanoides Fk Pernilla E;Skogslönn Fk Pernilla E;Gatuträd;2021-09-14
63.90350370467362, 20.541557640312273;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.851103467049306, 20.305938848035286;Lövträd;Betula Sp.;Björk;Parkträd;
63.84480124807203, 20.280026080036393;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.90468173422992, 20.546485281131226;Lövträd;Sorbus Americana;Amerikansk Rönn;Parkträd;
63.827238743306154, 20.270958782187762;Lövträd;Betula Pubescens;Glasbjörk;Gatuträd;
63.822759943181346, 20.299472462722996;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.828616404395575, 20.220813369498256;Lövträd;Tilia Europaea Övedskloster;Herrgårdslind Övedskloster;Parkträd;2021-11-01
63.80867549750048, 20.20328820131449;Lövträd;Betula Sp.;Björk;Parkträd;
63.849230285802115, 20.12627275867998;Lövträd;Alnus Incana Fk Deje E;Gråal E;Gatuträd;2021-09-14
63.81963468589306, 20.24773933820421;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.622612288516734, 19.913370532167768;Lövträd;Betula Sp.;Björk;Parkträd;
63.84009591653692, 20.21481342783337;Lövträd;Betula Pendula Fk Savolaksie;Vårtbjörk;Gatuträd;2019-08-31
63.81818344069127, 20.26217319219854;Barrträd;Picea Abies;Gran;Parkträd;
63.821206569205735, 20.285705854257696;Lövträd;Betula Pendula Fk Savolaksie;Vårtbjörk;Parkträd;2016-08-10
63.83078414287084, 20.253512977823195;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.841753136067965, 20.152409740165517;;;;;
63.83207947863839, 20.231910933212756;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83668255488175, 20.270370800481288;Lövträd;Crataegus Sp;Hagtorn;Parkträd;
63.82811513059309, 20.266383307268306;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.79768130631515, 20.318496114558126;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.81981743345819, 20.194338783491126;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.847954236655454, 20.146359269940266;Lövträd;Alnus Incana Fk Deje E;Gråal E;Gatuträd;2021-09-14
63.81683297581579, 20.24934260268275;Lövträd;Betula Sp.;Björk;Parkträd;
63.841871223020036, 20.280024465673012;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.803046765562, 20.347860667664914;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;2014-06-30
63.848716994396995, 20.31391899700422;Lövträd;Prunus Pensylvanica;Amerikanskt Häggkörsbär;Parkträd;2013-09-26
63.817753993254996, 20.31439199725258;Lövträd;Sorbus Intermedia;Oxel;Gatuträd;2010-07-01
63.85465939575994, 20.303105168558215;Lövträd;Salix Alba;Vitpil;Parkträd;
63.83826994729306, 20.250853498740767;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2009-07-01
63.846392995454586, 20.342388997478565;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2012-07-01
63.699825705676496, 20.35931525630719;Lövträd;Alnus Glutinosa Fk Fyris;Klibbal Fk Fyris;Parkträd;2020-11-26
63.818715556340734, 20.264537854776524;Lövträd;Sorbus Intermedia;Oxel;Parkträd;
63.84047797698224, 20.161489474780474;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.84955576716778, 20.12416182861153;Lövträd;Acer Platanoides Fk Pernilla E;Skogslönn Fk Pernilla E;Gatuträd;2021-09-14
63.833057373963214, 20.264989352000025;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.85133281520589, 20.34920384698223;Lövträd;Alnus Incana Laciniata;Flikbladig Gråal;Gatuträd;2020-05-09
63.836473193900424, 20.32730822923402;Lövträd;Betula Sp.;Björk;Parkträd;
63.802973183636055, 20.306424012476164;Lövträd;Betula Sp.;Björk;Parkträd;
63.82645761464008, 20.266322228416577;Lövträd;Prunus Avium Plena;Fylldblommigt Fågelbär;Gatuträd;2018-06-30
63.826078034742885, 20.268673867338645;Lövträd;Sorbus Dodong E;Prydnadsrönn Dodong E;Gatuträd;2018-06-30
63.80600625529267, 20.365945686729766;Lövträd;Populus Tremula;Asp;;2012-12-31
63.80406447424412, 20.317569064354014;Lövträd;Betula Sp.;Björk;Parkträd;
63.800820545358064, 20.313282702982015;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.818955225504126, 20.223389529336742;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;2018-06-30
63.829345433554145, 20.299719949900975;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.80084097643346, 20.353813121506263;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.829811556835786, 20.257571814666328;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82989619516885, 20.280521281690387;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.84545883545503, 20.30846918762542;Lövträd;Betula Sp.;Björk;Parkträd;
63.903036890268815, 20.55920062860913;Lövträd;Betula Sp.;Björk;Parkträd;
63.82077785630864, 20.29784579043578;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.82785903828822, 20.26491722368632;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.80702512604293, 20.322591357244896;Barrträd;Pinus Nigra;Svarttall;Parkträd;2022-05-22
63.80624351505736, 20.352490400324335;Lövträd;Alnus Incana Laciniata;Flikbladig Gråal;Parkträd;2009-09-01
63.850070384525885, 20.217131872102133;Lövträd;Betula Sp.;Björk;Parkträd;
63.82791780030346, 20.281673594342617;Lövträd;Salix Alba Sericia;Silverpil;Parkträd;
63.83165134505986, 20.31676759656021;Lövträd;Prunus Padus Ssp. Borealis Laila E;Nordhägg Laila E;Parkträd;2020-11-26
63.68614689811537, 20.34191241885877;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.710875984992455, 20.371822368471552;Lövträd;Populus Trichocarpa Kiruna E;Jättepoppel Kiruna E;Gatuträd;2020-05-14
63.83125104869394, 20.237855845826314;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.80653499617379, 20.30909869661613;Lövträd;Sorbus Dodong;Prydnadsrönn Dodong;Parkträd;2015-06-30
63.83144290031075, 20.240546699386044;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.81939299500262, 20.2793819966264;Lövträd;Betula Sp.;Björk;Parkträd;
63.80672446620372, 20.305042013893825;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.818713191034234, 20.220083424258785;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.82969285725965, 20.261557830236672;Lövträd;Betula Sp.;Björk;Gatuträd;
63.62691662062815, 19.908655856905252;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.80692926523101, 20.373384996645083;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;2019-08-31
63.81565803603252, 20.250688348226465;Lövträd;Betula Sp.;Björk;Parkträd;
63.79234594388257, 20.311689506239723;Barrträd;Pinus Sylvestris;Tall;Parkträd;2009-09-01
63.79752998498704, 20.308829186204925;Lövträd;Betula Sp.;Björk;Parkträd;
63.80758133924318, 20.196392723686294;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.83832173657865, 20.225127157876972;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.81852699525792, 20.326439996241184;Lövträd;Sorbus Intermedia;Oxel;Parkträd;2012-07-01
63.714987993193674, 20.383211995191626;Lövträd;Betula Pendula Splendor White;Vårtbjörk Splendor White;Gatuträd;2011-07-01
63.83531330961733, 20.28082530557318;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.84792834200197, 20.303270380537853;Lövträd;Betula Sp.;Björk;Parkträd;
63.848393766653665, 20.133145107901463;Lövträd;Betula Pendula Stuguvattenkälen;Vårtbjörk Stuguvattenkälen;Gatuträd;2021-09-14
63.82127047507254, 20.26129439390302;Lövträd;Betula Sp.;Björk;Parkträd;
63.82358499631239, 20.262911998082373;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.86302738998508, 20.304789197036342;Lövträd;Betula Sp.;Björk;Parkträd;
63.83494695600367, 20.234104946930273;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.83496962637939, 20.233044880029517;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2011-07-01
63.84771984816307, 20.302956271354404;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.83186491406298, 20.322561998462405;Lövträd;Betula Sp.;Björk;Parkträd;
63.71433954688177, 20.372750763387813;Lövträd;Populus Tremula;Asp;Parkträd;
63.90021516403025, 20.548971157737803;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.81006630524407, 20.346912150384814;Barrträd;Picea Abies;Gran;Parkträd;
63.80176581847963, 20.301720170895358;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2009-09-01
63.851078995794595, 20.31504299885825;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2013-08-26
63.848869785826125, 20.312527242180465;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.83194457282437, 20.231514525372774;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.90176616814185, 20.546392026648107;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83170949698939, 20.277499642581887;Lövträd;Tilia Cordata;Skogslind;Parkträd;
63.84610520221791, 20.30780909701176;Lövträd;Betula Sp.;Björk;Parkträd;
63.8466419047841, 20.314163877593657;Lövträd;Alnus Incana Laciniata;Flikbladig Gråal;Parkträd;2022-05-22
63.83272711688986, 20.2100619683912;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.81504758433473, 20.291716947332183;Lövträd;Quercus Rubra;Rödek;Parkträd;2017-06-30
63.624931077083446, 19.92370433325267;Lövträd;Betula Sp.;Björk;Parkträd;
63.82999002431688, 20.28186510629447;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.631105872365616, 19.90856314990084;Lövträd;Betula Sp.;Björk;Parkträd;
63.826947005590824, 20.283173578266286;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.83668528600949, 20.226349955249024;Lövträd;Salix Alba;Vitpil;Parkträd;
63.70944161361545, 20.36943199737769;Lövträd;Betula Pendula Fk Finland;Vårtbjörk Fk Finland;Gatuträd;2020-05-14
63.831807825294405, 20.24084134609817;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.839935355837994, 20.214880596464372;Lövträd;Betula Pendula Fk Savolaksie;Vårtbjörk;Gatuträd;2019-08-31
63.84023006676905, 20.275434395886474;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.61298073778832, 19.907784346281343;Lövträd;Betula Sp.;Björk;Parkträd;
63.828473460318996, 20.304063702706237;Lövträd;Prunus Maackii;Näverhägg;Parkträd;
63.82775316471115, 20.297372717484304;Lövträd;Sorbus Intermedia;Oxel;Gatuträd;2020-09-02
63.83959168684276, 20.163270419454424;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.804299844755946, 20.32358518098624;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.811414302790695, 20.313494851153077;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.83992051004698, 20.212903602625236;Lövträd;Betula Sp.;Björk;Parkträd;
63.625851995794804, 19.909008998582774;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.82969447974284, 20.251475577329707;Lövträd;Betula Sp.;Björk;Gatuträd;
63.815593346191406, 20.264406112083044;Lövträd;Betula Sp.;Björk;Parkträd;
63.841863264943214, 20.152642548246302;;;;;
63.700278622816164, 20.35842102882334;Lövträd;Alnus Glutinosa Fk Fyris;Klibbal Fk Fyris;Parkträd;2020-11-26
63.880858038839385, 20.30763273350644;Lövträd;Betula Sp.;Björk;Parkträd;
63.84593399324315, 20.3423399972142;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2012-07-01
63.83845013212758, 20.153238821321278;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.85538452414563, 20.33968426864345;Lövträd;Betula Sp.;Björk;Parkträd;
63.83171643204407, 20.237663268622168;Lövträd;Betula Sp.;Björk;Parkträd;
63.84513560221053, 20.307696285590758;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.81312610504346, 20.248941936046936;Lövträd;Betula Sp.;Björk;Parkträd;
63.90023997374165, 20.549093425795217;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.71004799517388, 20.360546996950003;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.8318359362617, 20.263748605945004;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.821121358104655, 20.261242573893405;Lövträd;Quercus Rubra;Rödek;Parkträd;
63.801169353540985, 20.30362605768152;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83804949807569, 20.24976902047421;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;2009-07-01
63.80304819546747, 20.35023788524566;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;2014-06-30
63.81791499550671, 20.31019999613667;Lövträd;Sorbus Intermedia;Oxel;Gatuträd;2010-07-01
63.82197067445629, 20.2697263166065;Lövträd;Sorbus Legend® E Erik Pbr-Af;Prydnadsrönn Legend® E Erik;Gatuträd;2020-09-30
63.84743281689271, 20.30943236354327;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.80378425546654, 20.316380636577385;Lövträd;Populus Trichocarpa Kiruna E;Jättepoppel Kiruna E;Parkträd;2022-05-22
63.84536499473685, 20.341528999522513;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2012-07-01
63.792822981015576, 20.311331926433656;Barrträd;Pinus Sylvestris;Tall;Parkträd;2009-09-01
63.80564835340368, 20.34352776366087;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.854596766835904, 20.319420751540417;Lövträd;Betula Sp.;Björk;Parkträd;
63.83670633438838, 20.265250078699445;Lövträd;Salix Fragilis Bullata;Bollpil;Parkträd;
63.83372969717406, 20.195988885006884;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.62242061948409, 19.913211942288058;Lövträd;Betula Sp.;Björk;Parkträd;
63.83205979406734, 20.239815844551355;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.847985394796936, 20.138348418462837;Lövträd;Alnus Incana Fk Deje E;Gråal E;Gatuträd;2021-09-14
63.838448449857076, 20.207205868921218;Lövträd;Betula Sp.;Björk;Parkträd;
63.830493653873255, 20.325439118826285;Lövträd;;;Gatuträd;2018-09-30
63.8311565570616, 20.237725347848684;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.84758038492907, 20.321032898069518;Lövträd;Betula Sp.;Björk;Parkträd;
63.82391199435264, 20.262474998211687;Lövträd;Betula Pendula Splendor White;Vårtbjörk Splendor White;Parkträd;2014-07-01
63.79880968588268, 20.32017484793114;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.83856390009246, 20.216657523354378;Lövträd;Betula Sp.;Björk;Parkträd;
63.81821399332923, 20.32406299537128;Lövträd;Sorbus Intermedia;Oxel;Parkträd;2013-07-01
63.83412194418749, 20.23495107935285;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.71114125458223, 20.37210305703369;Lövträd;Quercus Rubra E;Rödek E;Gatuträd;2020-05-14
63.797475962614875, 20.306837486912286;Lövträd;Prunus Maackii;Näverhägg;Parkträd;
63.80924073473378, 20.185297902082795;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.84233643236981, 20.2376592877355;Lövträd;Betula Sp.;Björk;Parkträd;
63.81262164466218, 20.253126385603068;Lövträd;Betula Sp.;Björk;Parkträd;
63.84984164590636, 20.122464656516904;Lövträd;Acer Platanoides Fk Pernilla E;Skogslönn Fk Pernilla E;Gatuträd;2021-09-14
63.8143245360695, 20.292318767109855;Lövträd;Sorbus Legend® E Erik Pbr-Af;Prydnadsrönn Legend® E Erik;Parkträd;2019-05-20
63.8233834678226, 20.288795147932714;Lövträd;Prunus Padus;Hägg;Parkträd;
63.857246896425195, 20.30394299039118;Lövträd;Betula Sp.;Björk;Parkträd;
63.84377662976128, 20.288943428849546;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.81775053218508, 20.28586529004353;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.839370738403886, 20.190943847633207;Lövträd;Betula Sp.;Björk;Parkträd;
63.83253248681566, 20.25663743581607;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.706868753676396, 20.361674146016718;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.84940419511108, 20.125118467585384;Lövträd;Acer Platanoides Fk Pernilla E;Skogslönn Fk Pernilla E;Gatuträd;2021-09-14
63.83718329233599, 20.32418408072673;Lövträd;Betula Sp.;Björk;Parkträd;
63.80059293246108, 20.320231007578034;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.80861721424621, 20.30763206687254;Lövträd;Sorbus Dodong;Prydnadsrönn Dodong;Parkträd;2021-08-31
63.82057899397471, 20.27480799736433;Lövträd;Sorbus Dodong;Ullungrönn;Gatuträd;2013-07-01
63.833104688032414, 20.220584150296748;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.84899460477598, 20.31038892236238;Lövträd;Salix Caprea;Sälg;Parkträd;
63.845623445278285, 20.30899346846052;Lövträd;Betula Sp.;Björk;Parkträd;
63.83295556492675, 20.211091117562702;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
